pid,name,party,district,status,wiki_url,tw（現在）,hp（現在）,X（入力）,個人HP（入力）
P458,和田 政宗,参政党,比例・東北,現職,https://ja.wikipedia.org/wiki/和田政宗,,,,
P459,和田 義明,自民党,北海道5,現職,https://ja.wikipedia.org/wiki/和田義明,,,,
P460,渡辺 藍理,参政党,比例・東海,現職,https://ja.wikipedia.org/wiki/渡辺藍理,,,,
P461,渡辺 勝幸,自民党,宮城2,現職,https://ja.wikipedia.org/wiki/渡辺勝幸,,,,
P462,渡辺 孝一,自民党,比例・北海道,現職,https://ja.wikipedia.org/wiki/渡辺孝一,,,,
P463,渡辺 真太朗,無所属,栃木3,現職,https://ja.wikipedia.org/wiki/渡辺真太朗,,,,
P464,渡辺 創,中道改革連合,宮崎1,現職,https://ja.wikipedia.org/wiki/渡辺創,,,,
P465,渡辺 博道,自民党,千葉6,現職,https://ja.wikipedia.org/wiki/渡辺博道,,,,
P466,青木 愛,立憲民主党,比例,現職,https://ja.wikipedia.org/wiki/青木愛,,,,
P467,青木 一彦,自民党,鳥取・島根,現職,https://ja.wikipedia.org/wiki/青木一彦,,,,
P468,青島 健太,日本維新の会,比例,現職,https://ja.wikipedia.org/wiki/青島健太,,,,
P469,赤松 健,自民党,比例,現職,https://ja.wikipedia.org/wiki/赤松健,https://x.com/KenAkamatsu,,,
P470,秋野 公造,公明党,福岡,現職,https://ja.wikipedia.org/wiki/秋野公造,,,,
P471,浅尾 慶一郎,自民党,神奈川,現職,https://ja.wikipedia.org/wiki/浅尾慶一郎,,,,
P472,浅田 均,日本維新の会,大阪,現職,https://ja.wikipedia.org/wiki/浅田均,,,,
P473,朝日 健太郎,自民党,東京,現職,https://ja.wikipedia.org/wiki/朝日健太郎,https://x.com/asahi_kentarou,,,
P474,阿達 雅志,自民党,比例,現職,https://ja.wikipedia.org/wiki/阿達雅志,,,,
P475,足立 康史,国民民主党,比例,現職,https://ja.wikipedia.org/wiki/足立康史,,,,
P476,安達 悠司,参政党,比例,現職,https://ja.wikipedia.org/wiki/安達悠司,,,,
P477,有村 治子,自民党,比例,現職,https://ja.wikipedia.org/wiki/有村治子,,,,
P478,安藤 裕,参政党,比例,現職,https://ja.wikipedia.org/wiki/安藤裕,,,,
P479,安野 貴博,チームみらい,比例,現職,https://ja.wikipedia.org/wiki/安野貴博,,,,
P480,生稲 晃子,自民党,東京,現職,https://ja.wikipedia.org/wiki/%E7%94%9F%E7%A8%B2%E6%99%83%E5%AD%90,https://x.com/ikuinaakiko1917,,,
P481,[佐山 晃子],無所属,,現職,,,,,
P482,石井 準一,自民党,千葉,現職,https://ja.wikipedia.org/wiki/%E7%9F%B3%E4%BA%95%E6%BA%96%E4%B8%80,https://x.com/Junichi141,,,
P483,石井 浩郎,自民党,秋田,現職,https://ja.wikipedia.org/wiki/%E7%9F%B3%E4%BA%95%E6%B5%A9%E9%83%8E,https://x.com/hirooishii6,,,
P484,石井 苗子,日本維新の会,比例,現職,https://ja.wikipedia.org/wiki/%E7%9F%B3%E4%BA%95%E8%8B%97%E5%AD%90,https://x.com/ishii_ishin,,,
P485,石井 めぐみ,日本維新の会,比例,現職,https://ja.wikipedia.org/wiki/石井めぐみ,,,,
P486,[根本 めぐみ],無所属,,現職,,,,,
P487,石垣 のりこ,立憲民主党,宮城,現職,https://ja.wikipedia.org/wiki/%E7%9F%B3%E5%9E%A3%E3%81%AE%E3%82%8A%E3%81%93,https://x.com/norinotes,,,
P488,[小川 のり子],無所属,,現職,,,,,
P489,石川 博崇,公明党,大阪,現職,https://ja.wikipedia.org/wiki/石川博崇,,,,
P490,石田 昌宏,自民党,比例,現職,https://ja.wikipedia.org/wiki/石田昌宏,,,,
P491,石橋 通宏,立憲民主党,比例,現職,https://ja.wikipedia.org/wiki/石橋通宏,,,,
P492,泉 房穂,立憲民主党,兵庫,現職,https://ja.wikipedia.org/wiki/泉房穂,,,,
P493,伊勢崎 賢治,れいわ新選組,比例,現職,https://ja.wikipedia.org/wiki/伊勢崎賢治,https://x.com/isezakikenji,,,
P494,礒崎 哲史,国民民主党,比例,現職,https://ja.wikipedia.org/wiki/礒崎哲史,,,,
P495,磯崎 仁彦,自民党,香川,現職,https://ja.wikipedia.org/wiki/磯崎仁彦,,,,
P496,伊藤 孝江,公明党,兵庫,現職,https://ja.wikipedia.org/wiki/伊藤孝江,,,,
P497,伊藤 孝恵,国民民主党,愛知,現職,https://ja.wikipedia.org/wiki/伊藤孝恵,,,,
P498,伊藤 辰夫,国民民主党,比例,現職,https://ja.wikipedia.org/wiki/伊藤辰夫,,,,
P499,井上 義行,自民党,比例,現職,https://ja.wikipedia.org/wiki/井上義行,,,,
P500,猪口 邦子,自民党,千葉,現職,https://ja.wikipedia.org/wiki/猪口邦子,,,,
P501,猪瀬 直樹,日本維新の会,比例,現職,https://ja.wikipedia.org/wiki/猪瀬直樹,https://x.com/inosenaoki,,,
P502,伊波 洋一,沖縄社会大衆党,沖縄,現職,https://ja.wikipedia.org/wiki/伊波洋一,,,,
P503,今井 絵理子,自民党,比例,現職,https://ja.wikipedia.org/wiki/今井絵理子,https://x.com/Eriko_imai,,,
P504,岩渕 友,日本共産党,比例,現職,https://ja.wikipedia.org/wiki/岩渕友,,,,
P505,岩本 剛人,自民党,北海道,現職,https://ja.wikipedia.org/wiki/岩本剛人,,,,
P506,岩本 麻奈,参政党,比例,現職,https://ja.wikipedia.org/wiki/岩本麻奈,,,,
P507,[富田 麻奈],無所属,,現職,,,,,
P508,いんどう 周作,自民党,比例,現職,https://ja.wikipedia.org/wiki/いんどう周作,,,,
P509,[犬童 周作],無所属,,現職,,,,,
P510,上田 勇,公明党,比例,現職,https://ja.wikipedia.org/wiki/上田勇,,,,
P511,上田 清司,国民民主党,埼玉,現職,https://ja.wikipedia.org/wiki/上田清司,,,,
P512,上野 ほたる,日本維新の会,比例,現職,https://ja.wikipedia.org/wiki/上野ほたる,,,,
P513,[上野 蛍],無所属,,現職,,,,,
P514,上野 通子,自民党,栃木,現職,https://ja.wikipedia.org/wiki/上野通子,,,,
P515,牛田 茉友,国民民主党,東京,現職,https://ja.wikipedia.org/wiki/牛田茉友,,,,
P516,[高橋 茉友],無所属,,現職,,,,,
P517,臼井 正一,自民党,千葉,現職,https://ja.wikipedia.org/wiki/臼井正一,,,,
P518,打越 さく良,立憲民主党,新潟,現職,https://ja.wikipedia.org/wiki/打越さく良,,,,
P519,[村木 さく良],無所属,,現職,,,,,
P520,梅村 みずほ,参政党,比例,現職,https://ja.wikipedia.org/wiki/梅村みずほ,,,,
P521,江島 潔,自民党,山口,現職,https://ja.wikipedia.org/wiki/江島潔,,,,
P522,江原 くみ子,国民民主党,埼玉,現職,https://ja.wikipedia.org/wiki/江原くみ子,,,,
P523,[江原 久美子],無所属,,現職,,,,,
P524,大家 敏志,自民党,福岡,現職,https://ja.wikipedia.org/wiki/大家敏志,,,,
P525,大島 九州男,れいわ新選組,比例,現職,https://ja.wikipedia.org/wiki/大島九州男,,,,
P526,大津 力,参政党,埼玉,現職,https://ja.wikipedia.org/wiki/大津力,,,,
P527,岡崎 太,日本維新の会,大阪,現職,https://ja.wikipedia.org/wiki/岡崎太,,,,
P528,岡田 直樹,自民党,石川,現職,https://ja.wikipedia.org/wiki/岡田直樹,,,,
P529,小川 克巳,自民党,比例,現職,https://ja.wikipedia.org/wiki/小川克巳,,,,
P530,奥田 ふみよ,れいわ新選組,比例,現職,https://ja.wikipedia.org/wiki/奥田ふみよ,,,,
P531,[遠藤 芙美代],無所属,,現職,,,,,
P532,奥村 祥大,国民民主党,東京,現職,https://ja.wikipedia.org/wiki/奥村祥大,,,,
P533,小沢 雅仁,立憲民主党,比例,現職,https://ja.wikipedia.org/wiki/小沢雅仁,,,,
P534,越智 俊之,自民党,比例,現職,https://ja.wikipedia.org/wiki/越智俊之,,,,
P535,尾辻 朋実,チームみらい,鹿児島,現職,https://ja.wikipedia.org/wiki/尾辻朋実,,,,
P536,[末原 朋実],無所属,,現職,,,,,
P537,鬼木 誠,立憲民主党,比例,現職,https://ja.wikipedia.org/wiki/鬼木誠,,,,
P538,小野田 紀美,自民党,岡山,現職,https://ja.wikipedia.org/wiki/小野田紀美,https://x.com/onoda_kimi,,,
P539,かごしま 彰宏,国民民主党,神奈川,現職,https://ja.wikipedia.org/wiki/かごしま彰宏,,,,
P540,[籠島 彰宏],無所属,,現職,,,,,
P541,梶原 大介,自民党,比例,現職,https://ja.wikipedia.org/wiki/梶原大介,,,,
P542,加田 裕之,自民党,兵庫,現職,https://ja.wikipedia.org/wiki/加田裕之,,,,
P543,嘉田 由紀子,日本維新の会,比例,現職,https://ja.wikipedia.org/wiki/嘉田由紀子,,,,
P544,片山 さつき,自民党,比例,現職,https://ja.wikipedia.org/wiki/片山さつき,https://x.com/katayama_s,,,
P545,片山 大介,日本維新の会,兵庫,現職,https://ja.wikipedia.org/wiki/片山大介,,,,
P546,勝部 賢志,立憲民主党,北海道,現職,https://ja.wikipedia.org/wiki/勝部賢志,,,,
P547,加藤 明良,自民党,茨城,現職,https://ja.wikipedia.org/wiki/加藤明良,,,,
P548,金子 道仁,日本維新の会,比例,現職,https://ja.wikipedia.org/wiki/金子道仁,,,,
P549,かまやち 敏,自民党,比例,現職,https://ja.wikipedia.org/wiki/かまやち敏,,,,
P550,[釜萢 敏],無所属,,現職,https://ja.wikipedia.org/wiki/[釜萢敏],,,,
P551,神谷 宗幣,参政党,比例,現職,https://ja.wikipedia.org/wiki/神谷宗幣,https://x.com/jamiya_sohei,,,
P552,神谷 政幸,自民党,比例,現職,https://ja.wikipedia.org/wiki/神谷政幸,,,,
P553,川合 孝典,国民民主党,比例,現職,https://ja.wikipedia.org/wiki/川合孝典,,,,
P554,川村 雄大,公明党,東京,現職,https://ja.wikipedia.org/wiki/川村雄大,,,,
P555,岸 真紀子,立憲民主党,比例,現職,https://ja.wikipedia.org/wiki/岸真紀子,,,,
P556,北村 経夫,自民党,山口,現職,https://ja.wikipedia.org/wiki/%E5%8C%97%E6%9D%91%E7%B5%8C%E5%A4%AB,https://x.com/kitamuraoffice,,,
P557,北村 晴男,日本保守党,比例,現職,https://ja.wikipedia.org/wiki/%E5%8C%97%E6%9D%91%E6%99%B4%E7%94%B7,https://x.com/kitamuratube,,,
P558,木戸口 英司,立憲民主党,岩手,現職,https://ja.wikipedia.org/wiki/%E6%9C%A8%E6%88%B8%E5%8F%A3%E8%8B%B1%E5%8F%B8,https://x.com/ekidoguchi,,,
P559,木村 英子,れいわ新選組,比例,現職,https://ja.wikipedia.org/wiki/%E6%9C%A8%E6%9D%91%E8%8B%B1%E5%AD%90,https://x.com/reiwashinsen,,,
P560,木村 義雄,自民党,比例,現職,https://ja.wikipedia.org/wiki/木村義雄,,,,
P561,吉良 よし子,日本共産党,東京,現職,https://ja.wikipedia.org/wiki/吉良佳子,https://x.com/kirayoshiko,,,
P562,[吉良 佳子],無所属,,現職,https://ja.wikipedia.org/wiki/[吉良佳子],,,,
P563,串田 誠一,日本維新の会,比例,現職,https://ja.wikipedia.org/wiki/串田誠一,,,,
P564,窪田 哲也,公明党,比例,現職,https://ja.wikipedia.org/wiki/窪田哲也,,,,
P565,熊谷 裕人,立憲民主党,埼玉,現職,https://ja.wikipedia.org/wiki/熊谷裕人,,,,
P566,見坂 茂範,自民党,比例,現職,https://ja.wikipedia.org/wiki/見坂茂範,,,,
P567,小池 晃,日本共産党,比例,現職,https://ja.wikipedia.org/wiki/小池晃,https://x.com/koike_akira,,,
P568,上月 良祐,自民党,茨城,現職,https://ja.wikipedia.org/wiki/上月良祐,,,,
P569,郡山 りょう,立憲民主党,比例,現職,https://ja.wikipedia.org/wiki/郡山りょう,,,,
P570,[郡山 玲],無所属,,現職,,,,,
P571,古賀 千景,立憲民主党,比例,現職,https://ja.wikipedia.org/wiki/古賀千景,,,,
P572,古賀 友一郎,自民党,長崎,現職,https://ja.wikipedia.org/wiki/古賀友一郎,,,,
P573,古賀 之士,立憲民主党,福岡,現職,https://ja.wikipedia.org/wiki/古賀之士,,,,
P574,小島 とも子,立憲民主党,三重,現職,https://ja.wikipedia.org/wiki/小島とも子,,,,
P575,[小島 智子],無所属,,現職,,,,,
P576,古庄 玄知,自民党,大分,現職,https://ja.wikipedia.org/wiki/古庄玄知,,,,
P577,後藤 翔太,参政党,比例,現職,https://ja.wikipedia.org/wiki/後藤翔太,,,,
P578,後藤 斎,国民民主党,山梨,現職,https://ja.wikipedia.org/wiki/後藤斎,,,,
P579,小西 洋之,立憲民主党,千葉,現職,https://ja.wikipedia.org/wiki/小西洋之,,,,
P580,小林 一大,自民党,新潟,現職,https://ja.wikipedia.org/wiki/小林一大,,,,
P581,小林 孝一郎,自民党,岡山,現職,https://ja.wikipedia.org/wiki/小林孝一郎,,,,
P582,小林 さやか,国民民主党,千葉,現職,https://ja.wikipedia.org/wiki/小林さやか,,,,
P583,[中山 さやか],無所属,,現職,,,,,
P584,こやり 隆史,自民党,滋賀,現職,https://ja.wikipedia.org/wiki/こやり隆史,,,,
P585,[小鑓 隆史],無所属,,現職,https://ja.wikipedia.org/wiki/%E5%B0%8F%E9%91%93%E9%9A%86%E5%8F%B2,https://x.com/koyari_shiga,,,
P586,齊藤 健一郎,無所属,比例,現職,https://ja.wikipedia.org/wiki/%E9%BD%8A%E8%97%A4%E5%81%A5%E4%B8%80%E9%83%8E,https://x.com/aqua_saito,,,
P587,斎藤 嘉隆,立憲民主党,愛知,現職,https://ja.wikipedia.org/wiki/%E6%96%8E%E8%97%A4%E5%98%89%E9%9A%86,https://x.com/saito_yoshitaka,,,
P588,酒井 庸行,自民党,愛知,現職,https://ja.wikipedia.org/wiki/%E9%85%92%E4%BA%95%E5%BA%B8%E8%A1%8C,https://x.com/yasuyukisakai,,,
P589,櫻井 祥子,参政党,茨城,現職,https://ja.wikipedia.org/wiki/櫻井祥子,,,,
P590,櫻井 充,自民党,宮城,現職,https://ja.wikipedia.org/wiki/%E6%A1%9C%E4%BA%95%E5%85%85,https://x.com/akibakenya,,,
P591,佐々木 雅文,公明党,比例,現職,https://ja.wikipedia.org/wiki/佐々木雅文,,,,
P592,佐々木 りえ,日本維新の会,大阪,現職,https://ja.wikipedia.org/wiki/佐々木りえ,,,,
P593,[中野 理江],無所属,,現職,,,,,
P594,佐藤 啓,自民党,奈良,現職,https://ja.wikipedia.org/wiki/佐藤啓,,,,
P595,里見 隆治,公明党,愛知,現職,https://ja.wikipedia.org/wiki/里見隆治,,,,
P596,塩入 清香,参政党,東京,現職,https://ja.wikipedia.org/wiki/塩入清香,,,,
P597,塩村 あやか,立憲民主党,東京,現職,https://ja.wikipedia.org/wiki/塩村文夏,https://x.com/shiomura,,,
P598,[塩村 文夏],無所属,,現職,,,,,
P599,柴 愼一,立憲民主党,比例,現職,https://ja.wikipedia.org/wiki/柴愼一,,,,
P600,柴田 巧,日本維新の会,比例,現職,https://ja.wikipedia.org/wiki/柴田巧,,,,
P601,自見 はなこ,自民党,比例,現職,https://ja.wikipedia.org/wiki/自見はなこ,,,,
P602,[橋本 英子],無所属,,現職,,,,,
P603,清水 真人,自民党,群馬,現職,https://ja.wikipedia.org/wiki/清水真人,,,,
P604,下野 六太,公明党,福岡,現職,https://ja.wikipedia.org/wiki/下野六太,,,,
P605,白川 容子,日本共産党,比例,現職,https://ja.wikipedia.org/wiki/白川容子,,,,
P606,進藤 金日子,自民党,比例,現職,https://ja.wikipedia.org/wiki/進藤金日子,,,,
P607,榛葉 賀津也,国民民主党,静岡,現職,https://ja.wikipedia.org/wiki/榛葉賀津也,https://x.com/shimbakatsuya,,,
P608,末松 信介,自民党,兵庫,現職,https://ja.wikipedia.org/wiki/末松信介,,,,
P609,杉 久武,公明党,大阪,現職,https://ja.wikipedia.org/wiki/杉久武,,,,
P610,杉尾 秀哉,立憲民主党,長野,現職,https://ja.wikipedia.org/wiki/杉尾秀哉,,,,
P611,杉本 純子,参政党,愛知,現職,https://ja.wikipedia.org/wiki/杉本純子,,,,
P612,鈴木 大地,自民党,東京,現職,https://ja.wikipedia.org/wiki/%E9%88%B4%E6%9C%A8%E5%A4%A7%E5%9C%B0,https://x.com/daichi55,,,
P613,鈴木 宗男,自民党,比例,現職,https://ja.wikipedia.org/wiki/%E9%88%B4%E6%9C%A8%E5%AE%97%E7%94%B7,https://x.com/KorsunskySergiy,,,
P614,石 平,日本維新の会,比例,現職,https://ja.wikipedia.org/wiki/石平,,,,
P615,関口 昌一,無所属,埼玉,現職,https://ja.wikipedia.org/wiki/%E9%96%A2%E5%8F%A3%E6%98%8C%E4%B8%80,https://x.com/sekiguchi0229,,,
P616,大門 実紀史,日本共産党,比例,現職,https://ja.wikipedia.org/wiki/%E5%A4%A7%E9%96%80%E5%AE%9F%E7%B4%80%E5%8F%B2,https://x.com/mikishidaimon,,,
P617,高木 かおり,日本維新の会,大阪,現職,https://ja.wikipedia.org/wiki/%E9%AB%98%E6%9C%A8%E4%BD%B3%E4%BF%9D%E9%87%8C,https://x.com/takagikouhou,,,
P618,[高木 佳保里],無所属,,現職,,,,,
P619,高木 真理,立憲民主党,埼玉,現職,https://ja.wikipedia.org/wiki/%E9%AB%98%E6%9C%A8%E7%9C%9F%E7%90%86,https://x.com/TakagiMari,,,
P620,高橋 克法,自民党,栃木,現職,https://ja.wikipedia.org/wiki/高橋克法,,,,
P621,高橋 はるみ,自民党,北海道,現職,https://ja.wikipedia.org/wiki/高橋はるみ,,,,
P622,高橋 光男,公明党,兵庫,現職,https://ja.wikipedia.org/wiki/高橋光男,,,,
P623,高良 沙哉,沖縄社会大衆党,沖縄,現職,https://ja.wikipedia.org/wiki/高良沙哉,,,,
P624,[坂本 沙哉],無所属,,現職,,,,,
P625,滝波 宏文,自民党,福井,現職,https://ja.wikipedia.org/wiki/滝波宏文,,,,
P626,竹内 真二,公明党,比例,現職,https://ja.wikipedia.org/wiki/竹内真二,,,,
P627,竹詰 仁,国民民主党,比例,現職,https://ja.wikipedia.org/wiki/竹詰仁,,,,
P628,竹谷 とし子,公明党,東京,現職,https://ja.wikipedia.org/wiki/竹谷とし子,,,,
P629,[菊地 とし子],無所属,,現職,,,,,
P630,田島 麻衣子,立憲民主党,愛知,現職,https://ja.wikipedia.org/wiki/田島麻衣子,,,,
P631,田名部 匡代,立憲民主党,青森,現職,https://ja.wikipedia.org/wiki/田名部匡代,,,,
P632,谷合 正明,公明党,比例,現職,https://ja.wikipedia.org/wiki/谷合正明,,,,
P633,田村 まみ,国民民主党,比例,現職,https://ja.wikipedia.org/wiki/田村まみ,,,,
P634,[田村 麻美],無所属,,現職,,,,,
P635,司 隆史,公明党,比例,現職,https://ja.wikipedia.org/wiki/司隆史,,,,
P636,辻元 清美,立憲民主党,比例,現職,https://ja.wikipedia.org/wiki/辻元清美,https://x.com/tsujimotokiyomi,,,
P637,鶴保 庸介,自民党,和歌山,現職,https://ja.wikipedia.org/wiki/鶴保庸介,,,,
P638,出川 桃子,自民党,鳥取・島根,現職,https://ja.wikipedia.org/wiki/出川桃子,,,,
P639,寺田 静,自民党,秋田,現職,https://ja.wikipedia.org/wiki/寺田静,,,,
P640,天畠 大輔,れいわ新選組,比例,現職,https://ja.wikipedia.org/wiki/天畠大輔,,,,
P641,堂込 麻紀子,国民民主党,茨城,現職,https://ja.wikipedia.org/wiki/堂込麻紀子,,,,
P642,徳永 エリ,立憲民主党,北海道,現職,https://ja.wikipedia.org/wiki/徳永エリ,,,,
P643,[鈴木 エリ],無所属,,現職,,,,,
P644,友納 理緒,自民党,比例,現職,https://ja.wikipedia.org/wiki/友納理緒,,,,
P645,[土肥 理緒],無所属,,現職,,,,,
P646,永井 学,自民党,山梨,現職,https://ja.wikipedia.org/wiki/永井学,,,,
P647,ながえ 孝子,無所属,愛媛,現職,https://ja.wikipedia.org/wiki/ながえ孝子,,,,
P648,[永江 孝子],無所属,,現職,https://ja.wikipedia.org/wiki/[永江孝子],,,,
P649,中条 きよし,日本維新の会,比例,現職,https://ja.wikipedia.org/wiki/中条きよし,,,,
P650,[下村 清],無所属,,現職,,,,,
P651,中曽根 弘文,自民党,群馬,現職,https://ja.wikipedia.org/wiki/中曽根弘文,,,,
P652,中田 優子,参政党,福岡,現職,https://ja.wikipedia.org/wiki/中田優子,,,,
P653,中西 祐介,自民党,徳島・高知,現職,https://ja.wikipedia.org/wiki/中西祐介,,,,
P654,長浜 博行,立憲民主党,千葉,現職,https://ja.wikipedia.org/wiki/長浜博行,,,,
P655,新実 彰平,日本維新の会,京都,現職,https://ja.wikipedia.org/wiki/新実彰平,,,,
P656,西田 昌司,自民党,京都,現職,https://ja.wikipedia.org/wiki/西田昌司,,,,
P657,西田 英範,自民党,広島,現職,https://ja.wikipedia.org/wiki/西田英範,,,,
P658,西田 実仁,公明党,埼玉,現職,https://ja.wikipedia.org/wiki/西田実仁,,,,
P659,仁比 聡平,日本共産党,比例,現職,https://ja.wikipedia.org/wiki/仁比聡平,,,,
P660,庭田 幸恵,国民民主党,富山,現職,https://ja.wikipedia.org/wiki/庭田幸恵,,,,
P661,野上 浩太郎,自民党,富山,現職,https://ja.wikipedia.org/wiki/野上浩太郎,,,,
P662,野村 哲郎,自民党,鹿児島,現職,https://ja.wikipedia.org/wiki/野村哲郎,,,,
P663,芳賀 道也,国民民主党,山形,現職,https://ja.wikipedia.org/wiki/芳賀道也,,,,
P664,初鹿野 裕樹,参政党,神奈川,現職,https://ja.wikipedia.org/wiki/初鹿野裕樹,,,,
P665,橋本 聖子,自民党,比例,現職,https://ja.wikipedia.org/wiki/橋本聖子,,,,
P666,[石崎 聖子],無所属,,現職,,,,,
P667,長谷川 岳,自民党,北海道,現職,https://ja.wikipedia.org/wiki/長谷川岳,,,,
P668,長谷川 英晴,自民党,比例,現職,https://ja.wikipedia.org/wiki/長谷川英晴,,,,
P669,羽田 次郎,立憲民主党,長野,現職,https://ja.wikipedia.org/wiki/羽田次郎,,,,
P670,馬場 成志,自民党,熊本,現職,https://ja.wikipedia.org/wiki/馬場成志,,,,
P671,浜口 誠,国民民主党,比例,現職,https://ja.wikipedia.org/wiki/浜口誠,,,,
P672,浜野 喜史,国民民主党,比例,現職,https://ja.wikipedia.org/wiki/浜野喜史,,,,
P673,原田 大二郎,公明党,比例,現職,https://ja.wikipedia.org/wiki/原田大二郎,,,,
P674,原田 秀一,国民民主党,香川,現職,https://ja.wikipedia.org/wiki/原田秀一,,,,
P675,東野 秀樹,自民党,比例,現職,https://ja.wikipedia.org/wiki/東野秀樹,,,,
P676,百田 尚樹,日本保守党,比例,現職,https://ja.wikipedia.org/wiki/%E7%99%BE%E7%94%B0%E5%B0%9A%E6%A8%B9,https://x.com/aichikentjireca,,,
P677,平木 大作,公明党,比例,現職,https://ja.wikipedia.org/wiki/%E5%B9%B3%E6%9C%A8%E5%A4%A7%E4%BD%9C,https://x.com/Hiraki_Daisaku,,,
P678,平戸 航太,国民民主党,比例,現職,https://ja.wikipedia.org/wiki/平戸航太,,,,
P679,平山 佐知子,無所属,静岡,現職,https://ja.wikipedia.org/wiki/%E5%B9%B3%E5%B1%B1%E4%BD%90%E7%9F%A5%E5%AD%90,https://x.com/hirayamasachiko,,,
P680,広田 一,立憲民主党,徳島・高知,現職,https://ja.wikipedia.org/wiki/%E5%BA%83%E7%94%B0%E4%B8%80,https://x.com/hirota11,,,
P681,福岡 資麿,自民党,佐賀,現職,https://ja.wikipedia.org/wiki/%E7%A6%8F%E5%B2%A1%E8%B3%87%E9%BA%BF,https://x.com/fukuokatakamaro,,,
P682,福士 珠美,立憲民主党,青森,現職,https://ja.wikipedia.org/wiki/福士珠美,,,,
P683,福島 みずほ,社民党,比例,現職,https://ja.wikipedia.org/wiki/福島瑞穂,https://x.com/fukushimamizuho,,,
P684,[福島 瑞穂],無所属,,現職,,,,,
P685,福山 哲郎,無所属,京都,現職,https://ja.wikipedia.org/wiki/福山哲郎,https://x.com/fuku_tetsu,,,
P686,福山 守,自民党,比例,現職,https://ja.wikipedia.org/wiki/福山守,,,,
P687,藤井 一博,自民党,比例,現職,https://ja.wikipedia.org/wiki/藤井一博,,,,
P688,藤川 政人,自民党,愛知,現職,https://ja.wikipedia.org/wiki/藤川政人,,,,
P689,藤木 眞也,自民党,比例,現職,https://ja.wikipedia.org/wiki/藤木眞也,,,,
P690,船橋 利実,自民党,北海道,現職,https://ja.wikipedia.org/wiki/船橋利実,,,,
P691,舟山 康江,国民民主党,山形,現職,https://ja.wikipedia.org/wiki/舟山康江,,,,
P692,古川 俊治,自民党,埼玉,現職,https://ja.wikipedia.org/wiki/古川俊治,,,,
P693,星 北斗,自民党,福島,現職,https://ja.wikipedia.org/wiki/星北斗,,,,
P694,堀井 巌,自民党,奈良,現職,https://ja.wikipedia.org/wiki/堀井巌,,,,
P695,本田 顕子,自民党,比例,現職,https://ja.wikipedia.org/wiki/本田顕子,,,,
P696,舞立 昇治,自民党,比例,現職,https://ja.wikipedia.org/wiki/舞立昇治,,,,
P697,牧野 たかお,自民党,静岡,現職,https://ja.wikipedia.org/wiki/牧野たかお,,,,
P698,[牧野 京夫],無所属,,現職,https://ja.wikipedia.org/wiki/[牧野京夫],,,,
P699,牧山 ひろえ,立憲民主党,神奈川,現職,https://ja.wikipedia.org/wiki/牧山ひろえ,,,,
P700,[牧山 弘惠],無所属,,現職,https://ja.wikipedia.org/wiki/[牧山弘惠],,,,
P701,松川 るい,自民党,大阪,現職,https://ja.wikipedia.org/wiki/松川るい,,,,
P702,[新居 るい],無所属,,現職,,,,,
P703,松沢 成文,日本維新の会,神奈川,現職,https://ja.wikipedia.org/wiki/松沢成文,,,,
P704,松下 新平,自民党,宮崎,現職,https://ja.wikipedia.org/wiki/松下新平,,,,
P705,松田 学,参政党,比例,現職,https://ja.wikipedia.org/wiki/松田学,,,,
P706,松野 明美,日本維新の会,比例,現職,https://ja.wikipedia.org/wiki/松野明美,,,,
P707,[前田 明美],無所属,,現職,,,,,
P708,松村 祥史,自民党,熊本,現職,https://ja.wikipedia.org/wiki/松村祥史,,,,
P709,松山 政司,自民党,福岡,現職,https://ja.wikipedia.org/wiki/松山政司,,,,
P710,三浦 信祐,公明党,神奈川,現職,https://ja.wikipedia.org/wiki/%E4%B8%89%E6%B5%A6%E4%BF%A1%E7%A5%90,https://x.com/miura_nobuhiro,,,
P711,三上 えり,立憲民主党,広島,現職,https://ja.wikipedia.org/wiki/%E4%B8%89%E4%B8%8A%E7%B5%B5%E9%87%8C,https://x.com/erimikami0611,,,
P712,[川堀 絵里],無所属,,現職,,,,,
P713,水岡 俊一,立憲民主党,比例,現職,https://ja.wikipedia.org/wiki/%E6%B0%B4%E5%B2%A1%E4%BF%8A%E4%B8%80,https://x.com/mizuokakouenkai,,,
P714,水野 孝一,国民民主党,愛知,現職,https://ja.wikipedia.org/wiki/%E6%B0%B4%E9%87%8E%E5%AD%9D%E4%B8%80,https://x.com/mizuno_koichi,,,
P715,三原 じゅん子,自民党,神奈川,現職,https://ja.wikipedia.org/wiki/三原じゅん子,,,,
P716,[中根 順子],無所属,,現職,,,,,
P717,宮崎 勝,公明党,比例,現職,https://ja.wikipedia.org/wiki/宮崎勝,,,,
P718,宮沢 洋一,自民党,広島,現職,https://ja.wikipedia.org/wiki/宮沢洋一,,,,
P719,宮出 千慧,参政党,大阪,現職,https://ja.wikipedia.org/wiki/宮出千慧,,,,
P720,[高森 千慧],無所属,,現職,,,,,
P721,宮本 和宏,自民党,滋賀,現職,https://ja.wikipedia.org/wiki/宮本和宏,,,,
P722,宮本 周司,自民党,石川,現職,https://ja.wikipedia.org/wiki/宮本周司,,,,
P723,村田 享子,立憲民主党,比例,現職,https://ja.wikipedia.org/wiki/村田享子,,,,
